rs-line 2,rs-line 3,time,answer,rs-line 4
接,,2018年11月21日,1个回答,
接,,2018年11月21日,2个回答,
接,,2018年11月21日,3个回答,
接,接,2018年11月20日,1个回答,
接,,2018年11月20日,1个回答,打了四天黄体酮，停药九天还未来月经，可以着去打几天黄体酮让月经来嘛？因为我要做试管移植冻胚
接,,2018年11月19日,1个回答,明天月经日，今天试纸这样红！
接,,2018年11月18日,1个回答,
接,,2018年11月18日,0个回答,
接,,2018年11月17日,6个回答,
接,,2018年11月17日,0个回答,尿糖阳性，血糖正常
接,,2018年11月17日,0个回答,
接,,2018年11月17日,0个回答,
接,,2018年11月16日,2个回答,
接,,2018年11月15日,1个回答,
接,,2018年11月15日,2个回答,
接,,2018年11月15日,1个回答,
接,,2018年11月15日,0个回答,
