,Unnamed: 0,course code,course name,teacher,comment time,chinese course name,body,mark,workload_num,year,semester,region（mainland2，international-3）
2394,2394,GE1342,Light: from Double Rainbows to Optical Fibers,Chow Yuk Tak,2015-06-15 16:49:00,,"quiz 溫下definition, 有一題LONG Q 分高下, 最緊要係Present, 出盡方法令到佢笑覺得有趣就A硬",4.3,0,2014/15,SemB,
2395,2395,GE1339,Wireless Connectivity in Modern Society,"Dr. Leung, Shu Hung",2015-06-15 14:05:00,,"The three quizzes were quite easy, mainly MCs and the marking of the long questions were actually casual. Therefore, it's not hard to get an A-range score.For the projects, the standard of the projects from the other teams were generally low, therefore, a little bit of more effort can secure you an A.",4.3,1,2014/15,SemB,
2396,2396,GE2305,Astronomy - The Sky and Us,Amy,2015-06-15 01:18:00,星空與人,"最伏GE
Project 49/50
平時Quiz唔差既情況 (Avg 7-8 /10)
最後居然得B
自問交足功課
有溫書
雖然Final Quiz應該炒炒地
但個Quiz答錯扣分想點
唔好講話識唔識
有D野根本聽都未聽過
一個字講哂, 伏",3,1,2014/15,SemB,
2397,2397,GE1212,Personal and Firm Profiling in the Digital Society,Tong Yu,2015-06-13 15:31:00,,"Group projects contributes most marks. The group project is to establish a digital group, like Facebook Fan page, Instagram, to promote your group's mission. We are using fb and ig everyday, so this course is easy.",4.3,0,2014/15,SemB,3
2398,2398,GE1313,Earthquakes,"Paul Lam, Wang Yu",2015-06-13 15:28:00,地震,"Only 1 group project, 3 in class exercises and 1 quiz throughout the semester.
Group project contirbutes most marks. If you can show your group's own efforts, like doing reseaches, experiments, your group must get an A range.",4.3,0,2014/15,SemB,3
2399,2399,GE1337,Urban Green City: Pollution and Solution,nicky lam,2015-06-13 10:03:00,,"認真D做功課同present就唔會有問題
對環保有興趣既話, 呢科都會學到野
fieldtrip去左廚餘回收中心,都幾有趣!",4,2,2014/15,SemA,
2400,2400,GE2221,Violence and Crime,"Cora, Dan, Sharon",2015-06-12 18:16:00,,"Teaching:
Sharon: Sociological theories of crime, triad society
Dan: Media, policing and violence, 2 in-class group assignments
Cora: Biological and psychological theories of crime, youth violence, group essay consultationAssignments:
2 in-class assignments (250 words): Dan will give the topic at the beginning of his lecture. The questions are very easy and open-ended. You could answer the questions very freely. The submission time would be 9pm.",4.3,2,2014/15,SemB,3
2401,2401,GE2307,"Science, Fiction and the Supernatural","Richard, Roy, Margaret",2015-06-12 17:47:00,自然科學，科幻小說和超自然現象,"Richard's lectures were the most interesting. You can learn a lot about Qigong and meditation in his lectures. Roy is an interesting lecturer while Margaret's lectures were quite boring.3 assignments:
2 group projects + 1 individual essay",3.7,1,2014/15,SemB,3
2402,2402,GE1110,Exploring Contemporary Art,Charlotte,2015-06-12 15:27:00,探索當代藝術,"The first assignment is Twitter
but it is not an easy job, it is required to storify
And there is a word limit for every post ( 140 unit)
It is too hard for us to simplify the sentence with fully description for those artworks.The second assignment is group project.
It is required to do the wikipedia about an artist.
I think this is the easiest job in this course.",2,2,2014/15,SemB,3
2403,2403,GE3202,Citizen Journalism and Civil Society,Crystal,2015-06-12 12:22:00,市民新聞與公民社會,"only need to tweet around 30 words per week,easy!
2 quizzes, only need to revise for 1 day and can score above 80 marks
1 group project,1 presentation and 1 group paper, not difficult and not all members are required to do the presentation.",4,1,2014/15,SemB,3
2404,2404,GE2313,Global IT Case Studies,Mong Yu,2015-06-12 02:38:00,全球信息技術 (IT) 案例研究,"其實workload唔算太大, 只要半freeride就ok小妹以hea既態度應付依科",3.3,2,2014/15,SemB,
2405,2405,GE3401,Exploring English Cinema,Tiffany Pang,2015-06-11 23:49:00,英語電影探索,"呢科幾有趣
比心機讀的話，英文唔勁都有好gradeTiffany人好好
講assignment既時候會比份sample你
你可以跟佢sample個structure做
交assignment 前可以send draft比佢改
改完又可以再send比佢check下有冇off topic
好有心 , 超好人",4,2,2014/15,SemB,
2406,2406,EL0200,English for Academic Purposes,W_ _ _ _ Y_ _ _,2015-06-11 05:26:00,,"見到呢個男ABC千奇唔好reg
伏到喊出黎",1.7,3,2014/15,SemB,
2407,2407,GE1401,University English,Zach,2015-06-10 18:55:00,大學英語,"伏科,伏tutor
english for engineering 拎A, 唔知點解呢科拎B-
tutor唔會比Comment你,你永遠唔知自己衰咩
想比篇文佢睇下,問下佢意見,佢只會叫你落elc
問多幾句都慊你煩,唔會答你=.=
勁hea底,但D分又比得緊=.=
唯一諗到好既地方,就係無in class writing, 返齊D堂,就拎哂d平時分....
所以都係個句...zach個人好懶+Hea,但比Assignment分就好鬼緊=.=
想輕鬆爛Grade,可以試下reg佢",2.7,1,2014/15,SemB,
2408,2408,GE2227,Preservation and Revitalization of Buildings with Heritage Value inside City Environments,Raymond Wong,2015-06-10 18:45:00,城市環境中對歷史價值建築的保育和更新,"成個Sem得一份report, 做左8X頁,黑白print,
individual work, 份野最緊要多圖,再加d自己既opinion
成份report都係Wiki+google,唔洗入turnitin, direct copy就得XD
同埋,layout整靚d,等raymond睇得舒服d, 就會高分d
成個course咁多人,每份report咁多頁,其實要睇哂都幾辛苦XD
讀得多個GE,最輕鬆係佢,最好Grade都係佢:)",4.3,1,2014/15,SemB,
2409,2409,GE1225,Become a Smart and Responsible Consumer,Vincent Fok,2015-06-10 16:10:00,,"成個course 可以走兩堂(佢計class work,淨係計11份既分,所以做足13份都冇用) 
有一個中期 present 同 final present
功課我覺得唔算多, 總共要交6篇 200字既reflective journals 同一篇800字既 personal plan。另外每堂都有份 in-class work, 好輕鬆,有做就得
如果你堂堂都有返, reflective journal 一堂寫一篇其實唔難。利申: year 1 唔識vincent, reg科果陣唔夠人搶, 冇得揀下reg左呢科",3.7,2,2014/15,SemB,
2410,2410,GE1326,Common Accidents in Modern Day City Life - Inevitable? Preventable?,Louis,2015-06-10 13:09:00,一般意外在現代都市生活中是否無可避免？或是可以預防？,"10% presentation
40% final quiz
50% report
算係輕鬆既ge course
project唔洗點樣合作都可以 大家傾好左個project既方向同分工就得
最後combine埋一齊present
不過time management要做得好 唔好超時
report都係將present既野變返做文字版本就ok 再跟足返佢format既要求
另外final quiz真係要溫得好熟 因為個mc quiz既答案都好似樣
你要好記得份notes既exact wordings先得總結黎講 係一個好grade 輕鬆既course
同埋d野唔深 好生活化 有常識一定handle到",3.7,0,2014/15,SemB,
2411,2411,GE3201,China in the Eyes of World Media,Tsan-Kuo Chang,2015-06-10 12:56:00,世界傳媒的中國形象,"導師人很好，上課也有很好的準備，
不過內容與中國的近代歷史有關係，理解上有點困難，
亦需要比較進階的英語能力（可能自己的英文水平不夠，測驗的時候有時會看不懂題目）工作量比較多，會有weekly assignment(30%)，兩次quiz(30%, 每個15%)，最後一份分組報告與堂上present(40%)。",0,3,2014/15,SemB,
2412,2412,GE1128,Music for Film,Dr Robert,2015-06-10 02:51:00,,"有音樂底/鐘意music應該無問題
Quiz雖然難但都影響5大",4,2,2014/15,SemA,
2413,2413,GE1501,Chinese Civilisation - History and Philosophy,錢華,2015-06-09 17:33:00,中國文化－歷史與哲學,"錢華好好人, 佢成日都好樂意今答問題. 同你見好多次面都冇問題. 個grade, 係令人有少少失望. 但係都學到野既.......
ps 上堂有啲悶. 但有時會早放",3,2,2014/15,SemB,
2414,2414,GE4102,"Video Game: History, Industry, Society, and Creativity",Dick Thung,2015-06-09 17:29:00,電子遊戲面面覷,"其實係好有趣的一科. 基本上每次上堂都會好留心甘聽. 個grade.......一般啦. 其實有啲失望. 個final project做得冇今好. 所以先會今. 上堂好輕鬆. 基本上做咩都得, 玩電話, 食野, 完全冇問題. 
PS 如果鐘意玩game, 特別係board game, 就一定冇問題.",3,2,2014/15,SemB,
2415,2415,GE2324,The Art and Science of Data,Shuai Cheng Li,2015-06-09 16:37:00,數據的藝術和科學,"3份功課
1個quiz
1份project [present + Paper]Notes唔知講乜，上網搵到一模一樣 。好多數計，仲有project題目好廣，好難定。佢口音好重，上堂完全唔知佢講乜。好後悔讀呢科。",2.3,3,2014/15,SemB,
2416,2416,GE2311,Technology and Society,John Lin,2015-06-09 01:48:00,技術與社會,"呢個GE的確好好，上堂唔tick attendance，無assignment，無group project。
全個學期問或答3條問題加1份term paper。工作量的確係好輕鬆。但其實阿sir都好著重你上堂問既問題，同埋你份term paper有無自己既stand point。Term paper題目自訂，認真諗一個科技同現今社會有關既爭議點，再清楚解釋你既睇法。唔一定要寫啲冷門既科技，我初初以為要寫關於醫學、電力學、火箭之類改變人類歷史既科技，但其實唔係，你到時上佢堂就知;-D 可以諗d有趣既題目，但絕對唔係無聊同解釋你阿媽你女人既題目。",3.7,0,2014/15,SemB,
2417,2417,GE1346,The Chemists Kitchen (The Science of Food and Cooking),"Professor Hoi Lun Kwong, Dr. Andy Siu, Dr. Vincent Ko, Dr. Kai Chung Lau",2015-06-08 23:23:00,化學家的廚房（食物以及烹飪的科學）,"It is very interesting ge course. If you love or are interested in chemistry and eating, please register this course. 
Two report about tofu and tasting experience respectively
One present . take a 2-3 mins video about any food and explain the science principle and reaction related to how make the taste better.
A group present how to cook instant noodle, please don't do similar things with them, it is not is a sensible act. Also, they present wrong knowledge, please check your information and ensure they are strong enough to persuade professor. 
Exam is very easy. 
One thing need to improve is the uncertainty about the grading. We don't receive any mark or detail about the assignment, presentation or examination.",3.3,1,2014/15,SemB,3
2418,2418,GE1346,The Chemists Kitchen (The Science of Food and Cooking),"Hoi Lun Kwong, Andy Siu, Vincent Ko, Kai Chung Lau",2015-06-08 22:36:00,化學家的廚房（食物以及烹飪的科學）,"總括而言，
活動一是食豆腐花同睇睇點樣整，
要寫—份分析豆腐成形的報告，
其實講落Ｄ咩材料，有Ｄ咩用，
Dr. Siu話下年都係去ｅ道。
活動二是食牛排，糖果，雪糕，同飮紅酒，白酒
，又要寫份報告關四樣之一的科學原理同埋有咩因素影響味道，Ｄ野估計年年差唔多啦。
Present要煮一碟餸同解釋背後科學原理，同點煮好味Ｄ，有组員病左冇來到，pre到頭暈。但係焦糖爆谷，好多人話好食，好恩惠，我見到有人帶埋泡菜來，好利害。
考試睇你溫唔溫書，超淺，有兩三條難Ｄ，唔明就問professor同Dr.s
爆谷在手，A-我有",3.7,1,2014/15,SemB,
2419,2419,GE1113,Visual Literacy and Cultural Thinking,Terrie,2015-06-08 16:05:00,視像規則與文化思維,"喜歡art & movie 的朋友不可錯過! d功課好好玩, 無art底的都可以憑付出心機取得好成績，俾分過程透明度高，可以keep住知道自己每份功課攞咩分~",3.7,1,2014/15,SemB,
2420,2420,GE1346,The Chemists Kitchen (The Science of Food and Cooking),"有4個輪住教, 仲有d guests(帶來悶悶的topics)",2015-06-08 15:58:00,化學家的廚房（食物以及烹飪的科學）,"有CHEM底, 覺得d reports(20%)難過presentation同exam (80%), 課程ok有趣好玩(尤其係presentation)，自己滿意d reports﹑present同exam, 覺得最少有B+, 但最後就攞左個B，對於呢科GE COMMENT 係: 死左都唔知咩事~因為真係唔知d導師點俾分~哈哈~ 不過，讀得呢科就好好ENJOY過程，唔好太介意分數, 如果唔係只會唔開心~",3,1,2014/15,SemB,
2421,2421,GE2117,"Eat, Drink, Man, Woman: Cultural Identity of Koreans",Dr Oh,2015-06-08 00:02:00,,"因為對kpop 同kdrama有興趣，所以就選左呢一科黎讀。老老實實，呢科吾係hea科，都要比時間去溫書先有好成績總共有2次quiz,1份800字essay(寫pj，lecture既reflection), 1個pj (10mins presentation),同有exam",4,3,2014/15,SemB,
2422,2422,GE1346,The Chemists Kitchen (The Science of Food and Cooking),"Chi Kit Andy SIU,Hoi Lun KWONG, Vincent Ko....Chi Kit Andy SIU,Hoi Lun KWONG, Vincent Ko....",2015-06-07 18:33:00,化學家的廚房（食物以及烹飪的科學）,"完全唔知點解B-, 以為有B+, 因為exam都覺得簡單，識做，平時d field report, tasting experience report都好易做，但唔知點解B-左",2.7,1,2014/15,SemB,
2423,2423,GE2208,China in the Global Economy,ZHENG Yu,2015-06-07 14:18:00,,"Generally recommended. The best English you can have for a non-native speaker (perhaps native speaker, really academic English). A broad picture that you can learn is characterized in a vivid manner, such as videos, games etc.",4.3,0,2014/15,SemB,3
2424,2424,GE1109,Values and Justice in the Contemporary World,Hsin Wen LEE,2015-06-06 14:32:00,,"我個人對philo有興趣，所以要睇晒成本書都吾覺悶，加上內容亦都吾算太深，花花多少少時間睇就okay。
但tutor呢講，我就吾太中意佢。每堂一個chapter(佢prefer你上堂前睇，但你吾睇都okay)，討論佢打出泥既一頁子問題，問題就係出係呢度，有好多問題都係佢問跟住你係書度搵番出泥再答(有時佢會解釋一啲複雜既concept)，同你自己睇無分別，加上頭幾課又吾難，無咩解釋可言。
有三堂係另一個professor教，好好多，講得深入過lee又funny過lee，不過都係得三堂好可惜。workload重在於質而非量
1. group presentation : 一組一個SOCIAL ISSUE用書中的THEORIES分析, WHAT WILL UTILITARIANS/LIBERTARIANS/PERFECTIONIST... SAY? 由於係group work你只須pick up一個perspective,亦即是你只須專心研究一兩個chapter，幾輕鬆。最正係佢只要求你用書入面既theories,吾需要你睇其他readings個啲!
2. INDIVIDUAL PAPER : ~700字，都係圍繞一年social issues，用theories解，佢有俾清晰既指引你吾難。不過我自己做個時啲logic野煩左好耐(因為怕前言不對後語)
3. EXAM : 溫習花好多時間，你要睇晒成本書(因為我之前無堂堂睇所以屈左係臨考前睇番晒之前個啲CHAPTER)，內容亦要好熟，吾單止背你一定要明，因為你係考試度真係要套用返THEORIES出黎。溫得幾吃力下。
考個時我覺得有一半我都吾太知自己寫緊咩。以為自己會C RANGE 所以有呢個GRADE都好SURPRISE。不過吾知係咪LEE本人鬆手ONLY。",3.7,2,2014/15,SemB,
2425,2425,GE1109,Values and Justice in the Contemporary World,Hsin Wen LEE,2015-06-06 12:39:00,,"如果看过Sandel的网易公开课的话，上这门课就能让你对政治哲学作更加深入的了解。我已经学过的这个section围绕Sandel的书《What’s the right thing to do?》展开，集中讲述了三种思考的方式以及相应的派别与论述。
学这门课需要耐心和长时间的反复思考。首先，仔细读完那本书是必要的；其次，老师会设置一些思考的问题，你可以通过回答那些问题把书中所讲述的观点与事件分析清楚，整理明白；第三，学习哲学无疑会遇到与自己价值观冲突的事件或论点，这个时候，需要谨慎分析各种观点，斟酌推敲，直到发现最好的答案。
我认为，学习哲学最好的一点就是它无处不在，影响深远。当你思考，当你试图看清社会，融入社会，你都会用到自己的三观，但你无法保证自己的做法永远是对的，或者说你无法得知自己的那一套哲学是对他人、对社会、对世界都好的。所以你需要去了解其他人的三观，去了解什么才是最好的，或者更好的。
因此，我个人还是推荐这门课的。虽然老师并没有Sandel讲得那么有趣，那么充满吸引力，但这并不会减少你自己阅读那本书时候的收获与乐趣。",4.3,2,2014/15,SemB,
2426,2426,GE2401,English for Science,Sze Ni Jessica HUI,2015-06-06 12:37:00,科技英語,"这门课比较实用，主要讲述了一个scientist在查询资料、拍摄纪录片、撰写论文时应该具备的能力与素质。具体一点说，包括在传达信息时更加严谨而且通俗易懂、充满吸引力、不乏趣味，引用资料时对他人成果认同并且尊重，对信息的科学性与真实性具备足够的判断与分辨能力……
任务量不重，而且还有两周没有lecture，但要取得优异的成绩不是那么简单。我自认为英语水平不高，写作能力不够强，拍摄纪录片缺乏创造力，因此未能取得高分是在情理之中的。
总的来说，从这门课中学到的知识与技能还是十分有益的。",3.3,2,2014/15,SemB,
2427,2427,GE1308,Energy: Today and Tomorrow,Walid,2015-06-05 21:24:00,能源：今日與明日,"唔算好grade，亦唔算爛grade
今年mean得3.04， median 3.00
至於工作量睇你點睇
有三份assignment ,每份三至四題
好似考試ge essay type question咁
P.S. 有數計 (e.g. Energy 單位轉換,用左幾多energy,計半衰期，wind energy...)
Quiz有兩個,每個quiz都係一題 but take home
感覺assignment程度相差幾大
Assignment1 好General,似LS吹水,但assignment2,3真係黎料...
Quiz1 field trip report抄field trip 拎的小冊子
Quiz2 就吹能源架構(HK)
有group project, 自訂topic, 佔幾多下
感覺比預期ge grade有小小出入, 總括B range易拎,但a range要project impress到marker加individual 冇失手（ each 90%up)",3.3,4,2014/15,SemB,
2428,2428,GE1205,Green Economics,Mr.Ho Wai Ho,2015-06-05 15:03:00,綠色經濟學,"To begin with, this course is BY NO MEANS some random course that everyone can take, as said by Mr. HoThis GE course is not to be taken by students without economic background. I myself studied economics during my secondary studies. I was still out of my league in catching up the syllabus of this course, as it involves quite a substantial amount of university-level economic theories, especially the Maths there...",3.7,3,2014/15,SemB,3
2429,2429,GE1313,Earthquakes,wang yu,2015-06-05 14:42:00,地震,"都算幾hea嘅一科,week 1至week6一定要教嘅嘢要quiz。week 7就quiz同埋有個兩三分鐘嘅presentation,介紹你group project topic。之後有三堂一定要返,因為有in class assignment,但可以唔聽書.week 11-13唔洗上,你可以book時間同tutor make consultation。最後week 14會present同交一份report.
整體來講唔難讀,唔aim at a range 嘅人可以一試",3.3,2,2014/15,SemB,
2430,2430,GE2229,Uncovering the Global Economy through News,JOR Wing Shing Peter,2015-06-05 09:50:00,通過時事要聞，理解全球經濟,It is better for those students who have studied Economics before.,4,2,2014/15,SemB,3
2431,2431,GE2326,Probability in Action: From the Unfinished Game to the Modern World,Antoni Chan,2015-06-05 02:44:00,,"TL;DR (Summary) 
- Do not choose if you do not like thinking and probability.
- Do not choose if you skip lesson a lot.If you lack of a logical mind or some serious critical thinking, then DO NOT CHOOSE THIS ONE unless you have no choice.
I didn't choose this course but I took it because department forced all the AS2 students to take it.",3.7,2,2014/15,SemB,3
2432,2432,GE1222,Accounting in Everyday Life,Xin,2015-06-04 21:50:00,,An interesting and easy course. Highly recommend!!,4,1,2014/15,SemB,3
2433,2433,GE1222,Accounting in Everyday Life,肥Paul,2015-06-04 21:48:00,,"好grade,未讀過account都好快上手,因為教d野真係好基本常識",4.3,1,2014/15,SemB,
2434,2434,GE2217,Power and Politics,M.A.M,2015-06-04 21:43:00,權力與政治,"关于政治，权力，自由，民主。。。
有点无聊。
要写~3000字的essay，有小测和最终测试，presentation还有平时分。
还可以",3.7,2,2014/15,SemB,2
2435,2435,GE1205,Green Economics,HO WAI HO,2015-06-04 21:37:00,綠色經濟學,"冇ECON底唔會識 因為我淨係中學讀過叫做有ECON底去到後面都唔明佢UP乜
2個QUIZ 第一個幾易 但第二個好難唔識
Inclass assignment唔係堂堂有 但我冇番個幾堂都有lol
project正正常常
有呢個grade好surprise :O",3.7,1,2014/15,SemB,
2436,2436,GE1308,Energy: Today and Tomorrow,WALID,2015-06-04 21:33:00,能源：今日與明日,"伏到喊千其唔好REG
D野好難又多Assignment, workload極大
重點係比心機但係冇回報",2.7,4,2014/15,SemB,
2437,2437,GE2205,Lifestyle Diversity & Choices,Roddy Shaw,2015-06-04 20:42:00,,有點後悔選了這堂課。（本人的）作業和quiz不認真是事實，不過課堂的傾向性確實讓人有些難以接受。某種程度上，似乎在強制學生接受其觀點，讓人有點不舒服。並沒有到洗腦的程度，但看著整班學生眾口一辭地讚同一些看似正確的草率觀點，還是有些讓人心驚。課的內容並不意在討論多元的生活方式和選擇，而是將重心放在諸多特定少數群體的權益問題上。tutor雖然允許開放討論，但傾向性比較明顯，且立場較為偏激（主要是在環保、素食主義、母乳餵養等方面）。在課上對某爭議話題提出疑問時，tutor更是直言這種觀點就是“我們”必然要克服的障礙之一（預先為學生假定了立場），要求我“超越自己的想法”。作為“我們必須認可少數人生活方式”的前提，我並沒有感受到對“個人選擇自身生活方式的權利”的尊重。雖然可以說是無可厚非的講法，但放在課堂上還是令人疑慮。,2,2,2014/15,SemB,
2438,2438,GE2213,Understanding Uncertainty and Statistical Reasoning,Teresa NG,2015-06-04 15:38:00,認識不確定性與統計推論,"Teresa教唔易好grade
1個test(week12)
2個report (第一份係hong kong population trend, 第二份係 CPI)
1個present,簡個report 黎pre, group leader 先到先簡（week 11/ week 13)
1份indi (畫18個graph, 加一條long question)Teresa教係有in-class!!!!!!所以佢唔take attendance 但一定要返@@",3,2,2014/15,SemB,
2439,2439,GE1342,Light: from Double Rainbows to Optical Fibers,Dr. Chow Yuk Tak,2015-06-04 15:30:00,,"輕鬆GE, 唔take attendance, 但上堂的話要靜, 唔可以食野！1.兩個quiz (30%) 
－有溫書就非常易 （完全唔洗計數, just definition )
－上堂佢會mark低重點
－第一個quiz有讀過PHY 基本上係唔洗點溫
－第二個quiz要背多少少 definition
Quiz完全冇難度",4,0,2014/15,SemB,
2440,2440,GE1339,Wireless Connectivity in Modern Society,"Dr. LEUNG, Shu-Hung",2015-06-03 23:47:00,,"Prof. Leung is really a nice tutor and taught us a lot of knowledge about wireless communication. Even some concepts may be a bit difficult for those who have no IT or EE knowledge, teacher are willing to adjust the course content accordingly and answer students’ questions.At the beginning of semester, Prof. Leung said that he would not give such good grade this semester, but finally he still gave many good grade, so this course should be a “Good Grade GE Course”. The only difference among most of my classmates should be A+, A or A-, the more effort you made (Study Well) before quiz and project presentation, the better grade you can get.",4.3,2,2014/15,SemB,3
2441,2441,GE1110,Exploring Contemporary Art,Ms. Phoebe Man,2015-06-03 23:23:00,探索當代藝術,"呢個course唔係d好practical既art 本身唔係讀art既都唔會覺得好吃力
Miss 好俾心機教，上堂一d都唔悶，
每堂都有inclass ex. 都唔係d難既野 
成個course淨係要做一個artwork present + report , 好輕鬆
跟足哂miss指引去做都唔會爛grade 
但係唔可以走堂同遲到 因為miss每堂都會叫名
我本身個present 有A, 但係report 有一part寫得唔夠詳細得A- 所以overall A-＊成日走堂既人唔好reg",3.7,1,2014/15,SemB,
2442,2442,GE1331,Problem Solving Made Easy,Angus Wu,2015-06-03 22:49:00,,"完全自學, 上堂Angus 講完幾十頁既ppt 就放youtube 片(一堂得兩個鐘左右)
無program 底 = 攞黎攪有一份assignment, 用MATLAB寫funtions 去計grade, 易既
Mid term 睇百零頁slide 不過問得好直接",3.3,1,2014/15,SemB,
2443,2443,GE1128,Music for Film,Dr Robert and Maya Tong,2015-06-03 21:05:00,,"I feel that this course need creativity to get A and A+ grades and only few are given. More than paying attention in class and tutorial, to score in the Music Composition projects one must have good experience in not only the composition SOFTWARE but also on Background Music design. Function and role of background music played will also help get A range grade. Inorder to score high in quiz and test, attention should be payed to lecture and side-by-side notes must be taken which can be used for revision. Dont depend too much on Lecture slides, its is bare minimum, rather pay close attention to Robert's Music history information and trivia. 
Maya Tong is a really helpful and smart person, but please do take his advise when it comes to editing sound for music, because he only gives you FINAL GRADE ( add his FB for more help lol)",3.7,2,2014/15,SemB,3
2444,2444,GE1342,Light: from Double Rainbows to Optical Fibers,Dr. Chow Yuk Tak,2015-06-03 14:54:00,,"Quiz 40% (20% each)
Present + Report 60%
quiz 好易, go through 1次d notes就ok
present 同 report 都係跟住guideline 做就ok",4.3,1,2014/15,SemB,
2445,2445,GE2410,English for Engineering,Jonathan Mackay,2015-06-03 14:48:00,,"Jon都幾好人, 俾d comment 又幾有用, 不過個grade就...",2.7,2,2014/15,SemB,
2446,2446,GE2111,Image of the City,Ivan,2015-06-03 14:41:00,,"工作量唔多
4份細Essay 200字，5分一份
好簡單可以完成
最後係5,4.5,4,4
Individual Essay 1000字亦都唔多 B+
拍片就唔知咩grade
不過條片只係用左兩日咁，工作量其實真係輕鬆
但最後B，我都唔知點解輕鬆，但grade麻麻，上堂內容算係有趣
Area 1都唔算多科可以簡，當學下唔同地方文化值得一上",3,2,2014/15,SemB,
2447,2447,GE1331,Problem Solving Made Easy,Angus Wu,2015-06-03 14:38:00,,"Assessed Tasks = meaningless個 course 超級 hea, Instructor 今期有 3 個禮拜冇上堂
一上堂就好悶, 遲到早走係事實",3.7,0,2014/15,SemB,
2448,2448,GE1339,Wireless Connectivity in Modern Society,Leung Shu Hung,2015-06-03 14:15:00,,"Assessment tasks:
In class works (10%)
Quiz x 3 (45%)
Attendance in presentation (5%)
Project presentation (20%)
Project report (20%)
每一堂課都好hea, 全堂淨係聽lecturer講書, 好多人都上堂做自己野
雖然上堂嘅內容好多都吾系好明, 但系3個quiz 都頗簡單, 好straight forward, 基本上有溫notes就會識哂
Project 嘅自由度都好大, 可以自己諗topic, 亦都可以用佢suggest 嗰d
總括而然, 依個course無想像中咁難, workload亦吾多",4,2,2014/15,SemB,
2449,2449,GE1401,University English,Pieta Chan,2015-06-03 14:14:00,大學英語,"呢科真係唔知想點, 教d野完全唔等使, 日日坐3個鐘等落堂
自問有俾心機做assignment, overall 都有75%, 點知都係得呢個grade
yr1記住drop左佢, 仲有 english for xxx 都唔好讀住, 唔係就等爛grade啦",2.7,3,2014/15,SemA,
2450,2450,GE2210,China: A Socio-Political Transformation,Rebecca,2015-06-03 12:13:00,,"正正常常既一個Tutor
冇其他人講到咁差你只要認真做term paper + group presentation
就會a range",3.7,4,2014/15,SemB,
2451,2451,GE2326,Probability in Action: From the Unfinished Game to the Modern World,Antoni Chan,2015-06-03 07:13:00,,"Assessed Tasks:
40% Group Project (10% Proposal 30% Presentation 60% Report)
10% Tutorial Attendance 
10% Lecture Exercise
40% 2 quizzes (20% per quiz)Cohort 2014 或打後既 CS 同學 
(包括今年 year 1 揀 CS 既同學, 今年 CS AS1/2 既同學, 都需要讀呢科 GE, 因為係 programme requirement)",3.7,1,2014/15,SemB,
2452,2452,GE1126,Law for Smart Consumers,TSAO Scarlet Hai Yin,2015-06-03 01:36:00,,其實呢科workload唔算好繁重，一個role play，一個group presentation (presentation要有個product (e.g. video/poster/app/website/etc.) creative就得)，同一個3500字既individual essay。之前學過contract law既會容易跟得上。冇學過其實都可以take，因為tutor好好人，唔明教到明。而且佢會不時睇住d group有冇free riders，唔使驚付出同獲得不成正比。自己唔算放太多時間係呢科，只係開頭有答下問題，consultation week有prepare過，想靚grade可以揀呢科。,3.7,2,2014/15,SemB,
2453,2453,GE2129,Psychology for Young Professionals,"Keung Fai J. WU (P), Xinshan JIA",2015-06-03 00:07:00,新晉專業人員心理學,"記得今個sem reg既時侯得Joseph果班未full,不過見GE指南入面跟Joseph既都拎A range,所以冇drop到呢個GE呢個course頭果6堂係佢教,第7堂 quiz 1,第8-10堂係mainland tutor教,第11堂 quiz 2,第12-13堂present (mainland tutor聽,不過佢多數都唔點聽,都係睇你最尾final products,pre完就走得)",4,0,2014/15,SemB,
2454,2454,GE2223,Interpersonal Skills and Positive Personal Development,Raymond,2015-06-02 23:10:00,積極個人成長及人際技巧,"1個present 1份paper
上堂只需要出現, 答多d佢問題
present有拍下片做下問卷咁
paper寫個人經驗reflection paper, 加少少theory",3.7,1,2014/15,SemB,
2455,2455,GE3202,Citizen Journalism and Civil Society,Crystal Jiang,2015-06-02 22:52:00,市民新聞與公民社會,"workload 唔算好重.
每個星期都要tweet，有做就ok架啦，3 mins ko.
上堂可以唔使聽書，不過記得答socrative. （即使走堂都記住要答啊！都係有做就ok架啦）
Readings 可以唔使睇，不過要溫熟d ppt, 因為有兩個in-class test.
係mc + essay 來的，有溫就會識，好straight forward.
仲要sem 尾交多1 gp project+ 1 infographics + 1 presentation. 
Crystal 好好人 :D 記得consult 下佢~",4.3,2,2014/15,SemB,
2456,2456,GE1121,"The Japanese Way of Tea: History, Arts, Architecture and Philosophy",Yan Kit KWONG,2015-06-02 22:51:00,茶道：歷史、藝術、建築與哲學,很推薦對日本文化有興趣既人take這個GE，雖然大部分日文原文都有英文翻譯，但本身懂得日文會對理解上有好大幫助。tutorial 可以去茶室體驗一下成個tea ceremony，自己make tea，所以幾有趣。lecture有D悶，assignment workload唔大，group project只需要present，唔使寫written report。Quiz有少少難，一定要溫course pack，因為lecture note未必有提過。,3.7,1,2014/15,SemB,
2457,2457,GE1216,"Loving Work, Working to Love",Ho Ying FU,2015-06-02 22:43:00,,上堂會有D悶，第一次Quiz係MC，第二次係essay，基本上都係問lecture notes既野，背熟D要pass唔難。Project workload好少，written report每人幾百字，present每人 2-3 mins。整體而言係幾輕鬆既GE,3.7,2,2014/15,SemB,
